Restaurant,Review,Label,Stars,Date
Pollen,The problem was with the lack of service.,3,2,2015-01-04T00:00:00
Gyu Kaku Japanese BBQ,My food is placed on the wrong table for a good 10 mins before the staff realised the mistake.,3,1,2014-04-30T00:00:00
PS Cafe,A waitress took the initiative to barbecue everything for us!,3,4,2013-05-13T00:00:00
Labyrinth,"Other than that, the staffs were nice and polite.",3,3,2018-06-24T00:00:00
Summer Palace,"Service was superb as they adjusted for the no pork, no beef requirement for me.",3,4,2017-01-18T00:00:00
The Bao Makers,"We made a reservation for two on a weekday and when we arrived, the attendant promptly ushered us to a window seat facing out into the Regent's swimming pool.",3,5,2012-08-14T00:00:00
Vietnamese Stall - Sim Lim Square Food Court,Staff were friendly and more importantly no sign of impatience or pressure to leave the cafe even though the group had finish the food for quite some time and got lost in the wonderful conversation.,3,4,2016-04-09T00:00:00
Hai Di Lao,It is fast.,3,4,2013-03-17T00:00:00
Da Dong Prawn Noodles,Try to get reservations or go at odd hours -wait is impossibly long otherwise.,3,4,2017-03-26T00:00:00
National Kitchen By Violet Oon,"At 10am on a Sat, they are already fairly busy but the wait is not bad (10mins).",3,5,2019-07-12T00:00:00
NUDE Seafood,The waiting staff were exceptional.,3,5,2018-12-30T00:00:00
Riders Cafe,They were able to give sound advise when we asked them about food and wine.,3,4,2016-08-08T00:00:00
Lolla,"The crew was attentive and proactive, and we could really tell that they were properly trained to provide high-level service.",3,3,2015-06-20T00:00:00
Jumbo Seafood,"I will say that service was pretty good, and the staff member serving our table was friendly, fairly (but not very) knowledgeable, and generally present whenever we needed assistance.It was odd though, that my companion was told she couldn't put her bag on the chair next to her, even though throughout dinner the chair wasn't used, and the woman sitting on my other side put her bag on the chair between us without repercussions.",3,2,2013-07-20T00:00:00
The Mushroom Pot,Just be careful of the service.,3,4,2015-05-28T00:00:00
JB Ah Meng,"In fact, they seemed more than happy to accommodate us.",3,5,2012-08-19T00:00:00
Chabuton,Definitely could do better but do not expect too much in terms of service.,3,3,2017-08-20T00:00:00
Pek Kio Market & Food Centre,"Not on the same level with those staffs at Ritz-Carlton or Conrad, but they were great and I was happy.",3,5,2019-07-17T00:00:00
Xiang Signature,Except the queue is always at least 45 mins.,3,4,2018-05-15T00:00:00
Elemen,"I'm sweating profusely, can barely feel my tongue and the staff is giving me a laugh.",3,4,2017-03-12T00:00:00
Bread Street Kitchen,"Delicious Asian fusion vegetarian food, but the service can be extremely slow.",3,4,2017-02-17T00:00:00
Mellben Seafood,Bartender was obnoxious when my first order was a virgin Bloody Mary.,3,2,2020-01-02T00:00:00
Hai Di Lao,"No discount, no service of extra food, not even a genuine and heartfelt apology.The food is fantastic, but is it really worth putting up with lackluster customer service?",3,4,2013-01-11T00:00:00
Saveur,Long long long long long wait and guess what??,3,2,2014-12-30T00:00:00
Imperial Treasure,The service was pretty good for SIngapore.,3,4,2014-04-01T00:00:00
Summer Palace,"GREAT service as well, fast and always available.",3,5,2014-06-26T00:00:00
Bosses Restaurant,The service team covering our table was prompt and polite and is experienced and confident enough to introduce the dishes as they came as well as making polite conversation.,3,3,2014-03-17T00:00:00
MTR 1924,"The service is commendable and no, we didn't feel like bosses nor mafias, but we were happy customers.",3,4,2012-09-01T00:00:00
Tai Hwa Pork Noodle,Service is fast and restaurant is centrally located in Little India.,3,5,2017-10-02T00:00:00
Hai Di Lao,I still gave it a 3 stars because of the queue system.,3,3,2017-02-11T00:00:00
MarchÃƒÂ©,That's some great service.,3,5,2019-12-27T00:00:00
Dolce Vita,the lady at the station was super friendly and very generous with the toppings.,3,3,2015-11-08T00:00:00
Dian Xiao Er,Host is friendly and welcoming.,3,4,2015-06-21T00:00:00
Cafe Melba,Food is served fast and there is barely any wait.,3,5,2016-04-09T00:00:00
Pollen,"They were busy--I'll give them that--but the drinks were super slow, the food just average and waiting for the toast infuriating.",3,2,2015-03-20T00:00:00
Tolido's Espresso Nook,The service is terrible: slow and unfriendly.,3,2,2017-07-23T00:00:00
iO Italian Osteria,"I like that unlike some cafes, they have their act together - AND the staff are smiling.",3,5,2016-08-27T00:00:00
The White Rabbit,Service was pretty good and I would highly recommend this place!,3,5,2016-10-22T00:00:00
Melt CafÃƒÂ©,My dinner mood was ruined by the staff at The White Rabbit and being hungry made nothing better.,3,1,2014-02-17T00:00:00
Pistachio,"Whenever we got up for another round, a server would come and fold our napkins for us.",3,3,2013-04-14T00:00:00
Nassim Hill Bakery Bistro Bar,The owners are extremely friendly.,3,5,2017-05-08T00:00:00
PS Cafe,Never had a problem with food taking a long time to arrive.,3,5,2014-01-03T00:00:00
Herbivore,SERVICE 4/5I took off a star since it was so hard to holler down a staff to take our order.,3,3,2018-06-24T00:00:00
Crystal Jade La Mian Xiao Long Bao,They are quite prompt with the time it took them prepare and serve.,3,4,2018-10-25T00:00:00
Al Afrose Restaurant,"First, their service is good.",3,5,2012-08-21T00:00:00
The Malayan Council,Prompts staff to come up and say just 2 more minutes sir.,3,1,2020-01-18T00:00:00
Blanco Court Prawn Mee,Everyone was extremely friendly and welcoming.,3,5,2018-01-13T00:00:00
Po Restaurant,Then the service there was average tasting also some aunties were quite unfriendly.,3,3,2012-08-22T00:00:00
Basilico,Staff were very friendly and courteous.,3,5,2018-04-30T00:00:00
Nakhon Kitchen,"I have found the staff to be very accommodating, thoughtful and helpful.",3,5,2013-03-19T00:00:00
Spuds And Aprons,"The rude woman just waved and the staff showed the 3 of them to a table, bypassing us.",3,1,2018-09-13T00:00:00
The Sushi Bar,"The service is quick, and efficient, so I was happy about that.",3,4,2018-07-20T00:00:00
StraitsKitchen,"Cocktails were made soooo slow and we waited for 20 mins, granted it was busy and the male server apologised, it was interesting to see that the people in work suits were given their beers and other drink orders before us when we were seated way before these people.",3,1,2016-02-25T00:00:00
Huber's Bistro,When he return to the bar he started washing glasses and didn't even check on me.,3,2,2017-04-21T00:00:00
Labyrinth,This branch of the sushi bar offers more seating and a larger menu.,4,3,2016-05-09T00:00:00
Man Man Japanese Unagi,"This is a tough one... on the one hand, it's a pretty nice place for tourists who would like to try local food (also certified halal) but prefer a comfortable hotel environment vs going out to a hawker centre ('tis a pity!",4,3,2015-01-05T00:00:00
Tiong Bahru Bakery,The dedicated playground next door makes for a nice family experience.,4,5,2016-12-03T00:00:00
Momma Kong's Crab Shack,HmmDecor: minimalistic.,4,2,2020-02-03T00:00:00
Park Bench Deli,The place was decorated in a light wooden look.,4,4,2017-01-08T00:00:00
ADRIFT,The food was only two thirds of the experience because the cafe was so lighthearted and bustling.,4,3,2013-03-12T00:00:00
My Little Tapas Bar,The place is small but looks very clean and modern.,4,4,2017-06-11T00:00:00
Meat Smith,"Upon my entry to the restaurant there is modern, hip hop, badazz, trendy and breaking the norm ambiance to the spot.",4,5,2019-02-09T00:00:00
Potato Head Folk,Pro:- Ambience is pretty good - not so loud/noisy like some of the other barsCon:- Cocktails are normal...,4,4,2016-03-11T00:00:00
Tiong Bahru Bakery,Add music.,4,3,2019-01-12T00:00:00
Luke's Oyster Bar & Chop House,"Fun, lively ambiance.",4,5,2017-12-12T00:00:00
Le Bistrot Du Sommelier,Love the ambiance and the quirky interior.,4,5,2017-01-06T00:00:00
Blue Ginger,"Despite new outdoor seating, the best place to sit is indoors, close by the long display of breads and pastries, sandwiches, and baked desserts (in that order).",4,4,2012-08-18T00:00:00
Hainanese Delicacy Chicken Rice,I can't get past the weirdness of a high end steakhouse in a surprising section of Women's Sportswear in Robinsons.,4,4,2017-07-09T00:00:00
The Black Swan,"), festive lighting to bring up the light level, more comfortable furniture and potted shrubs down the length of the patio to screen the diners from the traffic and the noise.",4,4,2013-09-15T00:00:00
Mezza9,There are beautiful accents and warm colours providing the room with a warm and comfortable home-like feel.,4,4,2012-12-09T00:00:00
Symmetry,"The restaurant is surrounded by hair salons, some of which have suspiciously dim lights.",4,4,2016-11-15T00:00:00
Tatsuya,"Went to the Powder Room for drinks and snacks.The decor of the place is nice - it's on the second floor of the Black Swan, which makes it feel a little more exclusive.They have a happy hour for a few drinks on weekdays, along with happy hour on housepours and oysters.Tried Powder My Nose and another drink with yuzu cream.",4,4,2017-05-17T00:00:00
Three Buns,"Did I mention that the restaurant is humungous and the furniture and furnishings, perfect?",4,5,2012-09-01T00:00:00
CreatureS,"Firstly, it does have a beautiful ambiance!",4,3,2013-05-15T00:00:00
Whisk Cafe,This alone is worth coming to Tatsuya.Ambience : Fairly chic sushi bar.,4,3,2012-07-11T00:00:00
The White Rabbit,"This little restaurant has a good view of the river but also close to the kids playground, so you can watch the kiddos while enjoying Happy hour from 5-8!",4,4,2019-11-14T00:00:00
Cibo Italiano,Cultural relevant - Singaporean cuisine in very sweet old conservation bldg.,4,5,2018-08-19T00:00:00
Salt Grill & Sky Bar,It was bright inside.,4,3,2016-11-17T00:00:00
LAVO Italian Restaurant & Rooftop Bar,"Resting on the chapel seats, we felt like some reverence was demanded of us in such a beautiful scene.Would definitely love to visit again for date night with just the hubby.",4,4,2012-07-19T00:00:00
Luke's Oyster Bar & Chop House,Nice rustic decor combined with modern.,4,4,2015-12-24T00:00:00
ADRIFT,This is a review of a Friday evening dinner date at Salt grill and Sky bar.I have to admit the view is pretty spectacular.,4,5,2012-12-08T00:00:00
Jew Kit,"Gorgeous city views, you definitely should come here for the view and maybe sip a drink while doing so (skip food).",4,3,2019-10-02T00:00:00
Maison Ikkoku Restaurant & Bar,Nonetheless a cool east-coast joint filled with swanky jazz music.,4,3,2013-04-22T00:00:00
Riders Cafe,The interior of the bar and restaurant is probably the best I've ever seen in Singapore.,4,5,2016-01-23T00:00:00
Blue Ginger,The interior of the restaurant is very cozy and retro- great for a quick meal alone or with friends!,4,4,2015-07-23T00:00:00
Jumbo Seafood,Free fast wifi and nice interior.,4,5,2013-04-07T00:00:00
Song Fa Bak Kut Teh,"Located at the Bukit Timah Saddle Club, we take the chance to walk around the place enjoying the scenic around us.",4,3,2012-08-20T00:00:00
Meta Restaurant,Decor is a bit dated (I thought) but in keeping with a traditionalist theme and far from off-putting.,4,4,2013-05-19T00:00:00
Taratata Brasserie,"The view was fantastic, especially at night, and they had plenty of outdoor tables.",4,5,2012-10-23T00:00:00
timbre+,Ambience is a little it noisy and slightly cramp.,4,4,2014-11-29T00:00:00
Artichoke Cafe & Bar,"Located in the colonial style shop house along Keong Saik Road where you will find bustling with people in the night, Meta is a chic restaurant that offers contemporary Asian Cuisine in a Seasonal yet inventive way.Ambiance in Meta is relatively good, no doubt that the restaurant is long and narrow, taking about 30 seats only, either at the bar counter with high stools or the usual tables.",4,5,2016-11-29T00:00:00
Komala Vilas Restaurant,"And inside, it looks like a classic bistro.",4,3,2018-04-05T00:00:00
Lawry's The Prime Rib Singapore,Place is always crowded with poor ventilation.,4,3,2016-06-18T00:00:00
Teng Bespoke Japanese Vegetarian Dining,If you aren't ok with that go elsewhere.,5,5,2018-02-17T00:00:00
Yardbird Southern Table & Bar,"I didn't feel like dirtying my hands at one time, so I used those.",5,4,2012-08-31T00:00:00
Allauddin's Briyani,There was a one elderly couple ahead of us.,5,4,2019-08-17T00:00:00
Hawkerman,"After lunch at Pita Pan, I hopped over to DB Bistro, where I had visited three times previously, for their revamped menu.",5,4,2013-07-24T00:00:00
Long Bar Steakhouse,Go to a hawker centre or to the Grand Hyatt.,5,2,2018-01-13T00:00:00
Tai Hwa Pork Noodle,They offer a variety of soup bases so we tried 4:1.,5,4,2020-02-24T00:00:00
DB Bistro Moderne,Had a team lunch here.,5,5,2017-12-18T00:00:00
JustIN Flavours of Asia,Good food for those looking for a change from the usual SG fare.,5,4,2012-10-03T00:00:00
Ssikkek Korean Grill BBQ Buffet,The only reason I was there was because my husband's colleagues decided to go there for beer.,5,3,2016-12-21T00:00:00
Jumbo Seafood,I ordered the Regular Size prawn noodles(5 sing).,5,4,2015-11-09T00:00:00
The Landmark,Was expecting a smaller portion but managed to consume it all.,5,4,2014-08-30T00:00:00
Taste Paradise,I've been here 4 times and tried 30+ dishes (via foodmento app).,5,4,2013-11-27T00:00:00
Beach Road Kitchen,"I had only tried laksa a couple times before at sit down restaurants, which likely have a completely different approach to this dish.",5,3,2018-11-24T00:00:00
Kopi Tiam,"I usually get my cut of korean samgyupsal here (pork bbq), and steak to eat for dinner.",5,4,2015-11-17T00:00:00
Dragon Phoenix,I had the Twosome - aburi char siew and sio bak with wantons.,5,4,2016-01-13T00:00:00
10 at Claymore,"Order your breads (naan, chapatti) first, so they can heat up while you decide on the rest.",5,4,2012-10-17T00:00:00
The Bao Makers,Perhaps I would have a better experience if I came with a local or somebody who knows what they are doing.,5,3,2015-03-02T00:00:00
Zam Zam Restaurant,"You can specify soft, normal or hard for noodle texture.",5,4,2012-07-14T00:00:00
Soi 19 Thai Wanton Mee,"Since moving to Singapore, I've been on a quest for the best dim sum in town.",5,4,2014-01-13T00:00:00
