,Restaurant,Review,Label,Stars,Date,Review_clean
1954,Por Kee Eating House,"In fact, I feel that the people working there are like the food nazis that don't take nonsense from the customers.",3,4,2012-08-16T00:00:00,in fact i feel that the people working there are like the food nazis that don t take nonsense from the customers
1955,PS Cafe,"As soon as I asked for the bill, the server speedily appeared, and remained hovering until it was paid.To be fair though, the food was excellent.",3,2,2015-08-11T00:00:00,as soon as i asked for the bill the server speedily appeared and remained hovering until it was paid to be fair though the food was excellent
1956,PS.Cafe,"Not once did our waitress check on us to see if our food was good, when serving, they just drop off the food and don't comment on what the dish is.",3,1,2016-03-12T00:00:00,not once did our waitress check on us to see if our food was good when serving they just drop off the food and don t comment on what the dish is
1957,Pu3,"Though I cannot deny for the first 10 minutes after we received the food, the staffs kept ""pestering"" or ""interupting"" us whether we can be photographed for their ""customers wall of fame"" posted inside the establishment.",3,3,2017-07-28T00:00:00,though i can not deny for the first minutes after we received the food the staffs kept pestering or interupting us whether we can be photographed for their customers wall of fame posted inside the establishment
1958,Real Food,:)We had a fairly substantial wait at the counter - the employee was busy juicing and didn't even bother to turn around to address or greet us until we politely coughed to get his attention.,3,3,2014-07-27T00:00:00,we had a fairly substantial wait at the counter the employee was busy juicing and didn t even bother to turn around to address or greet us until we politely coughed to get his attention
1959,Red House,"Service was excellent, the staff was attentive, fast & friendly.",3,5,2017-06-07T00:00:00,service was excellent the staff was attentive fast friendly
1960,Riders Cafe,"Waiting time was 45mins and since we are already there, there is no reason why we don't wait.",3,3,2012-08-20T00:00:00,waiting time was and since we are already there there is no reason why we don t wait
1961,Riders Cafe,"Service really contributes half, if not more, to customer experience and satisfaction.",3,3,2015-06-20T00:00:00,service really contributes half if not more to customer experience and satisfaction
1962,Salt Grill & Sky Bar,What caught me by surprise was the basket the manager brought over for us to put our bags.,3,4,2013-03-21T00:00:00,what caught me by surprise was the basket the manager brought over for us to put our bags
1963,Saveur,How nice of him!,3,4,2015-04-01T00:00:00,how nice of him
1964,Saveur,A word of advice though - be prepared to queue for up to 45 minutes during peak hours!My friend and I ordered the Angel Hair Pasta With Tiger Prawn And Lumpfish Caviar and Mesclun Salad With Lemon Vinaigrette And Crispy Duck as starters.,3,4,2012-07-19T00:00:00,a word of advice though be prepared to queue for up to minutes during peak hours my friend and i ordered the angel hair pasta with tiger prawn and lumpfish caviar and mesclun salad with lemon vinaigrette and crispy duck as starters
1965,Sawadee Thai Cuisine,Not very busy and we were seated immediately.,3,5,2017-01-21T00:00:00,not very busy and we were seated immediately
1966,Som Tam,"But the milk served wasn't warm, so it took quite a while to get the coffee cubes to melt.Service was abit slow, as there were only 2 wait staff, but on a non-peak hour at 2pm, we waited quite a while for food/drinks but with the heavily discounted food menu items, I'm willing to compromise.",3,4,2017-09-30T00:00:00,but the milk served wasn t warm so it took quite a while to get the coffee cubes to melt service was abit slow as there were only wait staff but on a non peak hour at we waited quite a while for food drinks but with the heavily discounted food menu items i m willing to compromise
1967,Song Fa Bak Kut Teh,"Lines may look a little long, but they go quickly!",3,4,2016-01-17T00:00:00,lines may look a little long but they go quickly
1968,Song Fa Bak Kut Teh,A staff would go around with a kettle to refill the soup.,3,4,2016-07-25T00:00:00,a staff would go around with a kettle to refill the soup
1969,Spize,!Best part was we stood in front of the shop for 10mins none of the staff actually return the extra charges.,3,1,2015-08-31T00:00:00,best part was we stood in front of the shop for none of the staff actually return the extra charges
1970,Sungei Road Laksa,I came here at 10:30 in the morning and there was already a line with 3 people in front of me.,3,5,2017-06-16T00:00:00,i came here at in the morning and there was already a line with people in front of me
1971,Sungei Road Laksa,(No napkins provided here either.,3,5,2014-12-18T00:00:00,no napkins provided here either
1972,Sushi Kimura Singapore,Excellent sake list and pro-active service from all-Japanese staff.,3,4,2018-09-29T00:00:00,excellent sake list and pro active service from all japanese staff
1973,Swee Choon Tim Sum,"They put the towel on our table for use but then, we realized after that you get charged and they don't really specify that.",3,3,2019-07-23T00:00:00,they put the towel on our table for use but then we realized after that you get charged and they don t really specify that
1974,Symmetry,"They write your name, time slot and number of pax on a rock so you know which table is yours, which is.. interesting because it looks like a bible verse.",3,3,2013-07-17T00:00:00,they write your name time slot and number of pax on a rock so you know which table is yours which is interesting because it looks like a bible verse
1975,Tai Hwa Pork Noodle,It was just a 15 minutes wait.,3,3,2017-04-18T00:00:00,it was just a minutes wait
1976,Tandoori Corner North Indian Curry House,"The service is good, the guys there are very friendly!",3,5,2016-12-13T00:00:00,the service is good the guys there are very friendly
1977,Tandoori Culture,He is so pleasant and his smile make us feel so welcome to be at the restaurant.,3,5,2016-03-18T00:00:00,he is so pleasant and his smile make us feel so welcome to be at the restaurant
1978,Tapas Club,Service a little touch and go.,3,4,2019-05-20T00:00:00,service a little touch and go
1979,Taste Paradise,"He was very pleasant, well-mannered and attentive.",3,5,2018-06-18T00:00:00,he was very pleasant well mannered and attentive
1980,Tatsuya,"Fresh sashimi, great and thoughtful service.",3,4,2012-09-02T00:00:00,fresh sashimi great and thoughtful service
1981,The Banana Leaf Apolo,We were quickly seated.,3,4,2013-07-13T00:00:00,we were quickly seated
1982,The Black Swan,I thought this was a good touch but she wasn't intrusive at all.,3,5,2014-12-20T00:00:00,i thought this was a good touch but she wasn t intrusive at all
1983,The Coconut Club,"There was a decent line to wait, but it was 100% worth it.and the service was friendly and quite speedy.",3,5,2020-02-05T00:00:00,there was a decent line to wait but it was worth it and the service was friendly and quite speedy
1984,The Curry Culture,The service included interesting history and traditions.,3,5,2016-10-05T00:00:00,the service included interesting history and traditions
1985,The Daily Cut,Pretty quick turnaround though service isn't too friendly.,3,4,2019-01-15T00:00:00,pretty quick turnaround though service isn t too friendly
1986,The Dempsey Cookhouse & Bar,"Been here several times, service is always consistently attentive.",3,5,2017-07-10T00:00:00,been here several times service is always consistently attentive
1987,The Other Room,The bartenders really know how to find you the perfect drink.,3,5,2020-02-10T00:00:00,the bartenders really know how to find you the perfect drink
1988,The Sushi Bar,"I understand why the queues here are out of control.I've heard so much about this fabled, no frills sushi place in the most random location inside Far East Plaza.",3,5,2014-06-08T00:00:00,i understand why the queues here are out of control i ve heard so much about this fabled no frills sushi place in the most random location inside far east plaza
